csv_path,vehicle,fault_class,sensor,group_key,n_rows,n_chunks
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\IONIQ\REDUC\0922\Vib_Motor\22_09_22_17_40_27_01_zsplit009_Vib_Motor_timeseries.csv,IONIQ,REDUC,Vib_Motor,22_09_22_17_40_27_01_zsplit009,2000,1
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\IONIQ\REDUC\0922\Vib_Motor\22_09_22_17_40_27_01_zsplit010_Vib_Motor_timeseries.csv,IONIQ,REDUC,Vib_Motor,22_09_22_17_40_27_01_zsplit010,2000,1
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\IONIQ\REDUC\0922\Vib_TM\22_09_22_17_40_27_01_zsplit005_Vib_TM_timeseries.csv,IONIQ,REDUC,Vib_TM,22_09_22_17_40_27_01_zsplit005,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\IONIQ\REDUC\0922\Vib_TM\22_09_22_17_40_27_01_zsplit007_Vib_TM_timeseries.csv,IONIQ,REDUC,Vib_TM,22_09_22_17_40_27_01_zsplit007,2000,1
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\IONIQ\REDUC\0922\Vib_TM\22_09_22_17_40_27_01_zsplit009_Vib_TM_timeseries.csv,IONIQ,REDUC,Vib_TM,22_09_22_17_40_27_01_zsplit009,2000,1
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\IONIQ\REDUC\0922\Vib_TM\22_09_22_17_40_27_01_zsplit010_Vib_TM_timeseries.csv,IONIQ,REDUC,Vib_TM,22_09_22_17_40_27_01_zsplit010,2000,1
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\NORMAL\0609\Current_U\22_06_09_17_40_28_01_zsplit003_Current_U_timeseries.csv,KONA,NORMAL,Current_U,22_06_09_17_40_28_01_zsplit003,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\NORMAL\0609\Current_U\22_06_09_17_40_28_01_zsplit005_Current_U_timeseries.csv,KONA,NORMAL,Current_U,22_06_09_17_40_28_01_zsplit005,6000,3
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\NORMAL\0609\Vib_Motor\22_06_09_17_40_28_01_zsplit003_Vib_Motor_timeseries.csv,KONA,NORMAL,Vib_Motor,22_06_09_17_40_28_01_zsplit003,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\NORMAL\0609\Vib_Motor\22_06_09_17_40_28_01_zsplit005_Vib_Motor_timeseries.csv,KONA,NORMAL,Vib_Motor,22_06_09_17_40_28_01_zsplit005,6000,3
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\NORMAL\0609\Vib_TM\22_06_09_17_40_28_01_zsplit003_Vib_TM_timeseries.csv,KONA,NORMAL,Vib_TM,22_06_09_17_40_28_01_zsplit003,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\NORMAL\0609\Vib_TM\22_06_09_17_40_28_01_zsplit005_Vib_TM_timeseries.csv,KONA,NORMAL,Vib_TM,22_06_09_17_40_28_01_zsplit005,6000,3
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\ECC10\0707\Current_U\22_07_07_17_11_31_01_zsplit003_Current_U_timeseries.csv,KONA,ECC10,Current_U,22_07_07_17_11_31_01_zsplit003,2000,1
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\ECC10\0707\Current_U\22_07_07_17_11_31_01_zsplit006_Current_U_timeseries.csv,KONA,ECC10,Current_U,22_07_07_17_11_31_01_zsplit006,8000,4
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\ECC10\0707\Vib_Motor\22_07_07_17_11_31_01_zsplit003_Vib_Motor_timeseries.csv,KONA,ECC10,Vib_Motor,22_07_07_17_11_31_01_zsplit003,2000,1
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\ECC10\0707\Vib_Motor\22_07_07_17_11_31_01_zsplit006_Vib_Motor_timeseries.csv,KONA,ECC10,Vib_Motor,22_07_07_17_11_31_01_zsplit006,8000,4
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\ECC10\0707\Vib_TM\22_07_07_17_11_31_01_zsplit003_Vib_TM_timeseries.csv,KONA,ECC10,Vib_TM,22_07_07_17_11_31_01_zsplit003,2000,1
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\ECC10\0707\Vib_TM\22_07_07_17_11_31_01_zsplit006_Vib_TM_timeseries.csv,KONA,ECC10,Vib_TM,22_07_07_17_11_31_01_zsplit006,8000,4
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\ECC20\0826\Current_U\22_08_26_08_46_14_01_zsplit000_Current_U_timeseries.csv,KONA,ECC20,Current_U,22_08_26_08_46_14_01_zsplit000,10000,5
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\ECC20\0826\Vib_Motor\22_08_26_08_46_14_01_zsplit000_Vib_Motor_timeseries.csv,KONA,ECC20,Vib_Motor,22_08_26_08_46_14_01_zsplit000,10000,5
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\ECC20\0826\Vib_TM\22_08_26_08_46_14_01_zsplit000_Vib_TM_timeseries.csv,KONA,ECC20,Vib_TM,22_08_26_08_46_14_01_zsplit000,10000,5
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\DEMAG\0728\Current_U\22_07_28_17_37_36_01_zsplit003_Current_U_timeseries.csv,KONA,DEMAG,Current_U,22_07_28_17_37_36_01_zsplit003,10000,5
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\DEMAG\0728\Vib_Motor\22_07_28_17_37_36_01_zsplit003_Vib_Motor_timeseries.csv,KONA,DEMAG,Vib_Motor,22_07_28_17_37_36_01_zsplit003,10000,5
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\DEMAG\0728\Vib_TM\22_07_28_17_37_36_01_zsplit003_Vib_TM_timeseries.csv,KONA,DEMAG,Vib_TM,22_07_28_17_37_36_01_zsplit003,10000,5
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\REDUC\0918\Current_U\22_09_18_12_41_20_01_zsplit002_Current_U_timeseries.csv,KONA,REDUC,Current_U,22_09_18_12_41_20_01_zsplit002,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\REDUC\0918\Current_U\22_09_18_12_41_20_01_zsplit003_Current_U_timeseries.csv,KONA,REDUC,Current_U,22_09_18_12_41_20_01_zsplit003,6000,3
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\REDUC\0918\Vib_Motor\22_09_18_12_41_20_01_zsplit002_Vib_Motor_timeseries.csv,KONA,REDUC,Vib_Motor,22_09_18_12_41_20_01_zsplit002,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\REDUC\0918\Vib_Motor\22_09_18_12_41_20_01_zsplit003_Vib_Motor_timeseries.csv,KONA,REDUC,Vib_Motor,22_09_18_12_41_20_01_zsplit003,6000,3
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\REDUC\0918\Vib_TM\22_09_18_12_41_20_01_zsplit002_Vib_TM_timeseries.csv,KONA,REDUC,Vib_TM,22_09_18_12_41_20_01_zsplit002,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\KONA\REDUC\0918\Vib_TM\22_09_18_12_41_20_01_zsplit003_Vib_TM_timeseries.csv,KONA,REDUC,Vib_TM,22_09_18_12_41_20_01_zsplit003,6000,3
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\NORMAL\0707\Current_U\22_07_07_19_43_56_01_zsplit003_Current_U_timeseries.csv,NIRO,NORMAL,Current_U,22_07_07_19_43_56_01_zsplit003,10000,5
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\NORMAL\0707\Vib_Motor\22_07_07_19_43_56_01_zsplit003_Vib_Motor_timeseries.csv,NIRO,NORMAL,Vib_Motor,22_07_07_19_43_56_01_zsplit003,10000,5
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\NORMAL\0707\Vib_TM\22_07_07_19_43_56_01_zsplit003_Vib_TM_timeseries.csv,NIRO,NORMAL,Vib_TM,22_07_07_19_43_56_01_zsplit003,10000,5
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC10\0722\Current_U\22_07_22_13_25_45_01_zsplit001_Current_U_timeseries.csv,NIRO,ECC10,Current_U,22_07_22_13_25_45_01_zsplit001,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC10\0722\Current_U\22_07_22_13_25_45_01_zsplit002_Current_U_timeseries.csv,NIRO,ECC10,Current_U,22_07_22_13_25_45_01_zsplit002,2000,1
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC10\0722\Current_U\22_07_22_13_25_45_01_zsplit003_Current_U_timeseries.csv,NIRO,ECC10,Current_U,22_07_22_13_25_45_01_zsplit003,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC10\0722\Vib_Motor\22_07_22_13_25_45_01_zsplit001_Vib_Motor_timeseries.csv,NIRO,ECC10,Vib_Motor,22_07_22_13_25_45_01_zsplit001,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC10\0722\Vib_Motor\22_07_22_13_25_45_01_zsplit002_Vib_Motor_timeseries.csv,NIRO,ECC10,Vib_Motor,22_07_22_13_25_45_01_zsplit002,2000,1
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC10\0722\Vib_Motor\22_07_22_13_25_45_01_zsplit003_Vib_Motor_timeseries.csv,NIRO,ECC10,Vib_Motor,22_07_22_13_25_45_01_zsplit003,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC10\0722\Vib_TM\22_07_22_13_25_45_01_zsplit001_Vib_TM_timeseries.csv,NIRO,ECC10,Vib_TM,22_07_22_13_25_45_01_zsplit001,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC10\0722\Vib_TM\22_07_22_13_25_45_01_zsplit002_Vib_TM_timeseries.csv,NIRO,ECC10,Vib_TM,22_07_22_13_25_45_01_zsplit002,2000,1
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC10\0722\Vib_TM\22_07_22_13_25_45_01_zsplit003_Vib_TM_timeseries.csv,NIRO,ECC10,Vib_TM,22_07_22_13_25_45_01_zsplit003,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC20\0929\Current_U\22_09_29_20_12_45_01_zsplit002_Current_U_timeseries.csv,NIRO,ECC20,Current_U,22_09_29_20_12_45_01_zsplit002,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC20\0929\Current_U\22_09_29_20_12_45_01_zsplit003_Current_U_timeseries.csv,NIRO,ECC20,Current_U,22_09_29_20_12_45_01_zsplit003,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC20\0929\Current_U\22_09_29_20_12_45_01_zsplit004_Current_U_timeseries.csv,NIRO,ECC20,Current_U,22_09_29_20_12_45_01_zsplit004,2000,1
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC20\0929\Vib_Motor\22_09_29_20_12_45_01_zsplit002_Vib_Motor_timeseries.csv,NIRO,ECC20,Vib_Motor,22_09_29_20_12_45_01_zsplit002,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC20\0929\Vib_Motor\22_09_29_20_12_45_01_zsplit003_Vib_Motor_timeseries.csv,NIRO,ECC20,Vib_Motor,22_09_29_20_12_45_01_zsplit003,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC20\0929\Vib_Motor\22_09_29_20_12_45_01_zsplit004_Vib_Motor_timeseries.csv,NIRO,ECC20,Vib_Motor,22_09_29_20_12_45_01_zsplit004,2000,1
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC20\0929\Vib_TM\22_09_29_20_12_45_01_zsplit002_Vib_TM_timeseries.csv,NIRO,ECC20,Vib_TM,22_09_29_20_12_45_01_zsplit002,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC20\0929\Vib_TM\22_09_29_20_12_45_01_zsplit003_Vib_TM_timeseries.csv,NIRO,ECC20,Vib_TM,22_09_29_20_12_45_01_zsplit003,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\ECC20\0929\Vib_TM\22_09_29_20_12_45_01_zsplit004_Vib_TM_timeseries.csv,NIRO,ECC20,Vib_TM,22_09_29_20_12_45_01_zsplit004,2000,1
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\DEMAG\0916\Current_U\22_09_16_06_24_05_01_zsplit001_Current_U_timeseries.csv,NIRO,DEMAG,Current_U,22_09_16_06_24_05_01_zsplit001,10000,5
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\DEMAG\0916\Vib_Motor\22_09_16_06_24_05_01_zsplit001_Vib_Motor_timeseries.csv,NIRO,DEMAG,Vib_Motor,22_09_16_06_24_05_01_zsplit001,10000,5
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\DEMAG\0916\Vib_TM\22_09_16_06_24_05_01_zsplit001_Vib_TM_timeseries.csv,NIRO,DEMAG,Vib_TM,22_09_16_06_24_05_01_zsplit001,10000,5
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\REDUC\0812\Current_U\22_08_12_11_12_18_01_zsplit001_Current_U_timeseries.csv,NIRO,REDUC,Current_U,22_08_12_11_12_18_01_zsplit001,4000,2
C:\Users\kingm\OneDrive\문서\새 폴더\OneDrive\바탕 화면\학교\4학년 1학기\시스템분석\샘플데이터\03.합성데이터\1.모터_감속기_시계열\NIRO\REDUC\0812\Current_U\22_08_12_11_12_18_01_zsplit002_Current_U_timeseries.csv,NIRO,REDUC,Current_U,22_08_12_11_12_18_01_zsplit002,6000,3
